id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
29411,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch
41799,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Remanika Women Yellow Top
25826,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Diva Women Printed Brown Kurta
49732,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Casual,Park Avenue Men Blue Tie
57608,Women,Personal Care,Skin Care,Toner,Rose,Spring,2017.0,,Lotus Herbals Rosetone Facial Skin Toner
49164,Women,Personal Care,Makeup,Kajal and Eyeliner,White,Spring,2017.0,,Deborah Kajal 117
49958,Men,Apparel,Bottomwear,Shorts,Black,Summer,2016.0,Casual,Hanes Men Black Athletic 3/4th Pants
39213,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoes
19089,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,W Women Shaded Blue Kurta
30731,Girls,Apparel,Bottomwear,Salwar,Magenta,Summer,2012.0,Ethnic,Fabindia Girls Printed Magenta Salwar
51706,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Van Heusen Men Black Sunglasses
17113,Women,Accessories,Bags,Clutches,Gold,Winter,2015.0,Casual,Lino Perros Women Crystal Gold Clutch
37514,Boys,Apparel,Bottomwear,Leggings,Yellow,Summer,2012.0,Casual,Madagascar3 Infant Boys Lemon Yellow Leggings
4213,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Disney Kids Girl's Pink Summer Fun Fair Kidswear
56523,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Streetwear Satin Smooth Mauve Alert Lipstick 63
9168,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Radley Blue Jeans
47207,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Casual,Franco Leone Men Brown Shoes
12839,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,Ant Kids Pleated Black Skirts
53435,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Sports,ADIDAS Men Black Jacket
21829,Unisex,Accessories,Bags,Duffel Bag,Green,Summer,2011.0,Sports,Skybags Unisex Green Printed Duffle Bag
15012,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,ADIDAS Men Solid Blue Jackets
6312,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,UCB Women's Basic Racerback White Top
36056,Unisex,Accessories,Bags,Messenger Bag,Mustard,Summer,2015.0,Casual,OTLS Unisex Mustard Brown Messenger Bag
14306,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Printed Navy Blue Sweatshirts
20133,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Wrangler Women Ribbed Red Top
33524,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2016.0,Casual,Cobblerz Women Red Shoes
44644,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Arrow Woman Black Top
48089,Women,Apparel,Topwear,Tops,Burgundy,Summer,2012.0,Casual,French Connection Women Burgundy Top
3694,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Lotto Men's Dynamo Green Canvas Shoe
29882,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Mayhem Men Aviator Sunglasses 1019-201
14550,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Vishudh Women Floral Print White Kurta
20765,Women,Footwear,Shoes,Flats,Silver,Fall,2011.0,Casual,Carlton London Women Classy Silver Sandals
15482,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Casual,Puma Women TP Cuffed Black Capris
31425,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Highlander Men Grey Trousers
22032,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Vishudh Women Flower Print Brown Kurta
35085,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Allen Solly Men Blue Tie
55352,Women,Personal Care,Bath and Body,Nail Essentials,White,Spring,2017.0,Casual,Revlon Extra Fast Nail Polish Remover
21485,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Kiara Women Buckel Green Handbag
25025,Women,Apparel,Topwear,Jackets,Purple,Fall,2011.0,Sports,Nike Women Vapor Purple Jacket
57865,Women,Personal Care,Skin Care,Sunscreen,Yellow,Spring,2017.0,Casual,Biotique Women Bio Carrot SPF 40 Sunscreen Lotion
28968,Women,Apparel,Apparel Set,Kurta Sets,White,Summer,2012.0,Ethnic,Biba Women White Embroidered Churidar Kurta with Dupatta
27920,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Scullers For Her Black Trousers
14930,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Status Quo Men Solid Navy Blue Tshirts
44218,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops
28702,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,W Women Printed Grey Kurta
17319,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses
24309,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Shorts
38756,Women,Accessories,Bags,Handbags,Fluorescent Green,Summer,2012.0,Casual,Nike Fluorescent Green Tote Bag
42329,Women,Apparel,Saree,Sarees,Blue,Summer,2012.0,Ethnic,Prafful Blue Crepe Printed Saree
17917,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Sports,Nike Men Purple Sweatshirt
57891,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017.0,Casual,Biotique Bio Kajal
3658,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Tribute Black Shoe
44688,Women,Apparel,Dress,Dresses,Off White,Summer,2012.0,Casual,Wills Lifestyle Women Off White Dress
38332,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Hannah Montana Girls Pink Top
27775,Men,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Bulchee Men Black Wallet
2117,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2010.0,Sports,ADIDAS Men Grey  Capris
43230,Unisex,Accessories,Accessories,Key chain,Black,Winter,2015.0,Casual,Wildcraft Unisex Black & Grey Carabiner Key Chain
18994,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Originals Men G Tag Black Tshirt
14765,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Arrow Men Stripes Navy Blue Slim Fit Shirt
33147,Girls,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Jeans
6785,Men,Apparel,Topwear,Jackets,Red,Summer,2011.0,Casual,Timberland Men Falmouth Cycling Jac Red Jacket
28957,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,BIBA Women Printed White Kurta
46928,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,York Men Aqua Black Perfume
27311,Women,Personal Care,Fragrance,Deodorant,Yellow,Spring,2017.0,Casual,ADIDAS Women Free Emotion Deo
37183,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Pink T-shirt
36297,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women Blue Printed Kurta
32637,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Sports,Nike Women Legend Tight Blue Capris
15227,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,ADIDAS Originals Men Superstar 11 White Casual Shoes
32405,Women,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2012.0,Formal,Arrow Woman Navy Blue Trousers
30736,Men,Apparel,Bottomwear,Churidar,White,Summer,2012.0,Ethnic,Fabindia Men White Churidar
18960,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Sweatshirt
1554,Unisex,Accessories,Water Bottle,Water Bottle,Blue,Fall,2010.0,Casual,Quechua  Blue Sipper
38769,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Printed Blue T-shirt
13786,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Proline Grey Sweater with Knitted Stripes
42918,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,French Connection Women Black Wallet
36653,Women,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,Paridhan Women Blue Printed Backpack
4086,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Classic Polo Men's Navy With White Stripes T-shirt
52316,Women,Accessories,Jewellery,Bangle,Purple,Winter,2016.0,Casual,ToniQ Women Set of 3 Bangles
41533,Men,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,Basics Men Red Cap
11243,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Lowrise Blue Jeans
52124,Girls,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,Doodle Girls Orange Printed Dress
19812,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Sweatshirt
55301,Women,Personal Care,Makeup,Eyeshadow,Green,Spring,2017.0,Casual,Lakme Shadow Artist Shimmer Stick
13514,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Palm Tree Women Washed Blue Skirts
40085,Men,Apparel,Bottomwear,Shorts,White,Winter,2014.0,Casual,ADIDAS Men White Chelsea Shorts
27345,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Kylie Minogue Women Showtime Perfume
15889,Girls,Footwear,Sandal,Sandals,Pink,Winter,2012.0,Casual,Warner Bros Kids Girls TW Big Facelog Pink Sandals
58248,Women,Accessories,Wallets,Wallets,Purple,Winter,2016.0,Casual,Baggit Women Purple Wallet
24534,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Ethnic,Mother Earth Women Brown Printed Top
10701,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Silver Houston Steel Watches
40071,Women,Apparel,Bottomwear,Tights,Purple,Summer,2012.0,Casual,ADIDAS Women Purple Tights
20194,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Wrangler Men Seattle Embro White Sweatshirt
51331,Men,Apparel,Topwear,Rain Jacket,Black,Summer,2015.0,Casual,Wildcraft Men Black Rain Cheater'13
47066,Women,Apparel,Bottomwear,Patiala,Teal,Fall,2012.0,Ethnic,Shree Women Teal Printed Patiala
23523,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,Hugo Boss Men Element Perfume
35446,Girls,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Doodle Girls Printed Peach Top
27183,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Formal,Mark Taylor Men Striped Charcoal Trousers
6725,Unisex,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Puma Unisex Scrunch Grey Shoe
45355,Women,Footwear,Shoes,Heels,Beige,Summer,2016.0,Casual,Cobblerz Women Beige Sandals
25082,Men,Accessories,Accessories,Accessory Gift Set,Black,Winter,2015.0,Formal,Lino Perros Men Formal Black Accessory Gift Set
15617,Women,Apparel,Topwear,Tshirts,Lavender,Fall,2011.0,Casual,Nike Women Trainng Lavender T-shirt
18795,Unisex,Accessories,Bags,Laptop Bag,Beige,Fall,2010.0,Casual,Peter England Unisex Casual Beige Bag
8210,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Casual Brown Shoe
2940,Women,Apparel,Topwear,Tops,Maroon,Fall,2010.0,Casual,DUSG Women Peacock Ladies Organic Cotton Top
34309,Women,Accessories,Stoles,Stoles,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Silk & Wool Stole
8674,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Titan Men Sunglasses FTML016NYGP2
31449,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Training Black Shorts
19223,Men,Accessories,Ties,Ties,Blue,Summer,2011.0,Formal,United Colors of Benetton Men Check Blue Tie
4871,Men,Apparel,Topwear,Tshirts,Red,Summer,2016.0,Casual,Levis Kids Boy's Dawson Red Kidswear
48475,Women,Apparel,Dress,Dresses,Black,Winter,2011.0,Casual,French Connection Women Black Printed Dress
20399,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Possible Taj Brown Handbag
30937,Women,Apparel,Topwear,Kurtis,Green,Summer,2012.0,Ethnic,Fabindia Women Printed Green Kurti
38154,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Wildcraft Men Black Husky Jacket
38968,Unisex,Accessories,Bags,Rucksacks,Yellow,Summer,2015.0,Casual,Wildcraft Unisex Yellow & Grey Rucksack
53839,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green Kurta
40412,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Tonga Women Plum Dress
24157,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Green Kurta
37540,Boys,Accessories,Gloves,Gloves,Yellow,Summer,2012.0,Casual,Madagascar 3 Infant Boys Yellow Mittens
21425,Women,Apparel,Topwear,Tops,Pink,Winter,2012.0,Casual,Roxy Women Pink Top
48815,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain
47061,Women,Apparel,Bottomwear,Patiala,Brown,Fall,2012.0,Ethnic,Shree Women Brown & Black Patiala
35441,Girls,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Doodle Girls Printed Peach Top
59369,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Vishudh Women Black & White Kurta
52781,Women,Accessories,Wallets,Wallets,Black,Fall,2012.0,Casual,Fiorelli Women Black Wallet
56113,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Colorbar Flushed Plum Lip Pot 014
24533,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Mother Earth Women Pink Printed Kurta
4623,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Jealous 21 Women Knit Teal Blue Top
41998,Girls,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Gini and Jony Girls Pretty Blossom Blue Top
50022,Women,Apparel,Bottomwear,Leggings,Grey Melange,Winter,2015.0,Casual,Hanes Women Pink Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings
57207,Women,Apparel,Bottomwear,Capris,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Capris
33742,Women,Apparel,Topwear,Tops,Black,Summer,2015.0,Casual,Vero Moda Women Simka Black Top
11620,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Solid Lime Green Kurtas
40082,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,2014.0,Casual,ADIDAS Men Navy Blue Short
57035,Women,Apparel,Dress,Dresses,Multi,Summer,2012.0,Casual,Forever New Women Multi Coloured Dress
16405,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Levis Men Check Navy Blue Shirts
35687,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,U.S. Polo Assn. Men Navy Casual Shoes
19815,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Green Sweatshirt
2978,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010.0,Casual,Puma Women's Punk Graphic Pink T-shirt
19029,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Moccasin Black Heels
13513,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Chimp Men Firee Grey Tshirts
30791,Men,Apparel,Topwear,Kurtas,Gold,Summer,2012.0,Ethnic,Fabindia Men Printed Gold Tussar Kurta
2376,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Semi Casual Brown Men's Shoe
20990,Unisex,Accessories,Belts,Belts,Olive,Winter,2016.0,Casual,Fastrack Unisex Polyester Olive Belt
59356,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Vishudh Women Multi Coloured Kurta
45709,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Paris Hilton Men Just Me Perfume
24168,Women,Apparel,Topwear,Kurtis,Orange,Fall,2011.0,Ethnic,Aurelia Women Orange Striped Kurti
58614,Women,Accessories,Jewellery,Earrings,Bronze,Winter,2016.0,Casual,ToniQ Women Bronze Earrings
55937,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Sizzling Pink Nail Lacquer 24
48486,Women,Apparel,Dress,Dresses,Green,Winter,2011.0,Casual,French Connection Women Green Dress
7409,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,W Women Round Neck Short Sleeve Pink Kurta
27719,Women,Accessories,Bags,Laptop Bag,Red,Winter,2015.0,Casual,Murcia Women Red Laptop Bag
25872,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015.0,Casual,American Tourister Unisex Buzz Red Backpack
43638,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Vero Moda Women Green Top
49130,Women,Personal Care,Nails,Nail Polish,Lavender,Spring,2017.0,Casual,Deborah 7 Days Long Light Purple Nail Polish 827
8217,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2016.0,Casual,Fastrack Unisex Blue Green Single Strap Backpack
21245,Unisex,Accessories,Bags,Backpacks,Green,Fall,2011.0,Casual,Footloose Unisex City Of Joy Laptop Green Backpack
38966,Unisex,Accessories,Headwear,Caps,Beige,Summer,2015.0,Casual,Wildcraft Unisex Beige Safari Cap
4615,Unisex,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Wildcraft Unisex Black Lunch Bag
17171,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Grey Shirt
3868,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Men's Cowboy Photo White T-shirt
12403,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Formal,Reid & Taylor Men Solid Brown Socks
35013,Women,Accessories,Stoles,Stoles,Rust,Summer,2012.0,Ethnic,Fabindia Women Printed Rust Stole
51556,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
46727,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Rasasi Men Royale Perfume
8448,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Jealous 21 Women about my style Purple Top
36450,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2013.0,Sports,Spinn Men Swift Black Sports Shoes
7632,Men,Accessories,Belts,Belts,Tan,Summer,2011.0,Casual,Wrangler Men Dark Tan Leather Belt
42989,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Women Black Fivekay Sports Shoes
13717,Men,Accessories,Mufflers,Mufflers,White,Summer,2016.0,Casual,Proline White & Maroon Colourblocked Muffler
34909,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012.0,Ethnic,Fabindia Printed Brown Cotton Silk Dupatta
15084,Men,Apparel,Bottomwear,Churidar,White,Fall,2011.0,Ethnic,Mother Earth Men Solid White Churidar
31023,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Check Slim Fit Shirt
16433,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Levi's Men Printed Navy Blue Tshirts
54686,Women,Apparel,Apparel Set,Kurta Sets,Yellow,Fall,2012.0,Ethnic,Shree Women Yellow & Brown Printed Salwar Suit with Dupatta
43631,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Vero Moda Women Green Shirt
11616,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Solid Green Kurtas
38992,Boys,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jacket
40629,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Span Women Olive Green Kurta
44289,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,Indian Terrain Men Beige Trousers
53830,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,Folklore Women Lavender Kurta
8483,Women,Apparel,Dress,Dresses,Blue,Fall,2011.0,Casual,Forever New Women Creme de Menthe Blue Dresses
38165,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Miami Blues Women Sunglasses
56926,Women,Footwear,Shoes,Heels,Multi,Winter,2012.0,Casual,HM Women Multi Coloured Flats
46388,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White Printed T-shirt
26863,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Navy Blue Skirts
35448,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Doodle Girls Printed Red Top
30906,Women,Apparel,Topwear,Jackets,Maroon,Summer,2012.0,Ethnic,Fabindia Women Reversible Jacket
47068,Women,Apparel,Bottomwear,Patiala,Beige,Fall,2012.0,Ethnic,Shree Women Beige & Teal Patiala
38357,Men,Apparel,Bottomwear,Tracksuits,Red,Summer,2016.0,Casual,2go Active Gear USA Men Red Bjorn Track Pants
39285,Men,Footwear,Sandal,Sandals,Black,Summer,2018.0,Casual,Red Chief Men Black Sandals
4418,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Men's Multicolor Striper Grey Melange T-shirt
11629,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Stripe White Kurtas
21880,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,BIBA Women Solid Black Kurta
57800,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017.0,,Lotus Herbals Lemon Pure Cleansing Milk
15289,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,FILA Women DLS Spry Silver Sports Shoes
19676,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Printed Grey Top
17388,Men,Accessories,Mufflers,Mufflers,Blue,Fall,2011.0,Casual,Reid & Taylor Men Check Blue Muffler
25078,Men,Accessories,Accessories,Accessory Gift Set,Black,Winter,2015.0,Formal,Lino Perros Men Formal Black Accessory Gift Set
17986,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,U.S. Polo Assn. Unisex Laptop Black Backpack
12094,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas
54681,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2012.0,Ethnic,Shree Women Cream and Navy Blue Printed Kurta
33773,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2011.0,Casual,Puma Unisex Apex Black Laptop Bag
57236,Women,Accessories,Bags,Handbags,Burgundy,Summer,2012.0,Casual,Murcia Women Burgundy Handbag
41353,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Giselle Jeans
55561,Women,Personal Care,Skin Care,Eye Cream,White,Spring,2017.0,Casual,Revlon Touch & Glow Advanced Fairness Under Eye Repair Cream
14535,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Embroidary Blue Kurtas
27525,Men,Apparel,Topwear,Jackets,Olive,Summer,2012.0,Casual,Scullers Men Olive Jacket
48488,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,French Connection Women Black Top
55337,Women,Personal Care,Skin Care,Toner,Gold,Spring,2017.0,Casual,Revlon Age Defying Sculpt -Logic Re-shaping Toner
31672,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Men Blue Jeans
45999,Women,Apparel,Saree,Sarees,Green,Summer,2012.0,Ethnic,Fabindia Green Self-Striped Saree
1536,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Puma Men Black Net Jersey
16898,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Police Men Casual Blue Sunglasses
56546,Women,Personal Care,Makeup,Makeup Remover,White,Spring,2017.0,,Streetwear Makeup Remover
53034,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
9931,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Basics Men Blue T-shirt
24502,Men,Apparel,Topwear,Belts,Brown,Fall,2015.0,Formal,Pacific Gold Men Brown Leather Belt
45535,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Fila Men White T-Shirt
40275,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers
24730,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Women White Printed T-shirt
29813,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Basics Men Green Checked Slim Fit Shirt
51909,Women,Accessories,Bags,Laptop Bag,Pink,Summer,2016.0,Casual,Nyk Women Pink Floss Laptop Bag
10996,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Inkfruit Men Too Drunk Brown Tshirts
34569,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Tonga Women Printed Grey Top
49101,Women,Personal Care,Lips,Lip Plumper,Pink,Spring,2017.0,Casual,Deborah Truy Pink Volume Lip Plumper 01
39276,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2018.0,Casual,Red Chief Men Brown Casual Shoes
58241,Women,Accessories,Wallets,Wallets,Beige,Summer,2012.0,Casual,Baggit Women Beige Wallet
36830,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Vishudh Women Purple Kurta
41962,Boys,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Raw Wash Navy Blue Jeans
30901,Women,Apparel,Bottomwear,Salwar,Red,Summer,2012.0,Ethnic,Fabindia Women Red Mangalgiri Salwar
15048,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,ADIDAS Women Solid Grey Sweaters
37916,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Mineral Women White Top
41996,Girls,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Gini and Jony Girls Roseatte Black Dress
28794,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
12609,Women,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Jealous 21 Women Solid Blue Sweaters
57699,Women,Personal Care,Skin,Face Scrub and Exfoliator,Cream,Spring,2017.0,Casual,Lotus Herbals Quince Seed Massage Cream
18162,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Puma Unisex Apex Black Backpack
38757,Men,Accessories,Bags,Waist Pouch,Black,Summer,2012.0,Casual,Nike Men Black Training Waist Pouch
